code,name,city,country
GRO,Girona-Costa Brava Airport,Vilobi d'Onyar,ES
GRP,Gurupi,,BR
GRQ,Eelde Airport,Vries,NL
GRR,Gerald R. Ford International Airport,Forest Hills,US
GRS,Baccarini,Grosseto,IT
GRT,Gujrat,Lala Musa,PK
GRU,Sao Paulo-Guarulhos International Airport,Guarulhos,BR
GRV,Groznyy Airport,Staraya Sunzha,RU
GRW,Graciosa Island Airport,Lagoa,PT
GRX,Granada Airport,Chauchina,ES
GRY,Grimsey,Dalvik,IS
GRZ,Graz Airport,Feldkirchen bei Graz,AT
GSA,Long Pasia,Kayan Hulu,MY
GSB,Seymour Johnson AFB,Goldsboro,US
GSC,Gascoyne Junction,,AU
GSE,Gothenburg City Airport,Majorna,SE
GSH,Goshen,Goshen,US
GSI,Guadalcanal,,SB
GSJ,Puerto San Jose,Puerto San Jose,GT
GSL,Taltheilei Narrows,,CA
GSM,Dayrestan Airport,Bandar-e Khamir,IR
GSN,Mount Gunson,,AU
GSO,Piedmont Triad International Airport,Oak Ridge,US
GSP,Greenville-Spartanburg International Airport,Greer,US
GSQ,Shark Elowainat,,EG
GSR,Gardo,,SO
GSS,Sabi Sabi,Graksop,ZA
GST,Gustavus Airport,,US
GSU,Gedaref,Al Qadarif,SD
GSV,Saratov Gagarin Airport,Shumeyka,RU
GSY,Binbrook,Grimsby,GB
GTA,Gatokae Aerodrom,,SB
GTB,Genting,,MY
GTC,Green Turtle,Hard Bargain,BS
GTE,Alyangula Airport,,AU
GTF,Great Falls International Airport,Great Falls,US
GTG,Municipal,Grantsburg,US
GTI,Guettin,Ostseebad Dierhagen,DE
GTK,Sungei Tekai,Segamat,MY
GTN,Glentanner,,NZ
GTO,Tolotio Airport,Isimu,ID
GTP,Grants Pass,Merlin,US
GTR,Golden Triangle Regional Airport,West Point,US
GTS,Granites,,AU
GTT,Georgetown Airport,Georgetown,AU
GTW,Holesov,Otrokovice,CZ
GTY,Gettysburg,Gettysburg,US
GTZ,Kirawira B,Issenye,TZ
GUA,La Aurora International Airport,Santa Catarina Pinula,GT
GUB,Guerrero Negro,San Luis,MX
GUC,Gunnison Airport,Gunnison,US
GUD,Goundam,Goundam,ML
GUE,Guriaso,,PG
GUF,Edwards,Orange Beach,US
GUG,Guari,,PG
GUH,Gunnedah,Gunnedah,AU
GUI,Guiria,Gueiria,VE
GUJ,Guaratingueta,Guaratingueta,BR
GUL,Goulburn,Goulburn,AU
GUM,A.B. Won Pat International Airport,Tamuning-Tumon-Harmon Village,GU
GUN,Gunter AFB,,US
GUO,Gualaco,Gualaco,HN
GUP,Senator Clark,Gallup,US
GUQ,Guanare,Guanare,VE
GUR,Gurney Airport,,PG
GUS,Grissom AFB,Peru,US
GUT,Guetersloh,,DE
GUU,Grundarfjordur,,IS
GUV,Mougulu,,PG
GUW,Atyrau Airport,Atyrau,KZ
GUX,Guna,Guna,IN
GUY,Guymon,Guymon,US
GUZ,Guarapari,Guarapari,BR
GVA,Geneve Airport,Les Avanchets,CH
GVE,Municipal,Gordonsville,US
GVI,Green River,,PG
GVL,Lee Gilmer Memorial,Gainesville,US
GVN,May-Gatka,Mayskiy,RU
GVP,Greenvale,,AU
GVR,Governador Valadares Airport,Governador Valadares,BR
GVT,Majors Field,Greenville,US
GVW,Richards-Gebaur,Grandview,US
GVX,Sandviken,Valbo,SE
GWA,Gwa,,MM
GWD,Gwadar Airport,Gwadar,PK
GWE,Gweru,Gweru,ZW
GWL,Gwalior Airport,Morar,IN
GWN,Gnarowein,,PG
GWO,Leflore,Greenwood,US
GWS,Glenwood Springs,,US
GWT,Westerland - Sylt Airport,Tinnum,DE
GWV,Glendale,Glendale,US
GWY,Carnmore,Gaillimh,IE
GXA,Beringin Airport,,ID
GXF,Seiyun,Al Hamdi,YE
GXG,Negage,Camabatela,AO
GXH,Gannan Xiahe Airport,Nawu,CN
GXQ,Ten. Vidal,Coihaique,CL
GXX,Yagoua,Yagoua,CM
GXY,Weld County,Greeley,US
GYA,Guayaramerin Airport,Guayaramerin,BO
GYB,Wodgina Airport,Wodgina,AU
GYD,Heydar Aliyev International Airport,Yeni Suraxani,AZ
GYE,Jose Joaquin de Olmedo Airport,Eloy Alfaro,EC
GYG,Magan Airport,Magan,RU
GYI,Gisenyi,Gisenyi,RW
GYL,Argyle,,AU
GYM,Gen Jose M Yanez,Heroica Guaymas,MX
GYN,Santa Genoveva Airport,Goiania,BR
GYO,Bandar Udara Senubung,Blangkejeren,ID
GYP,Gympie,Gympie,AU
GYR,Litchfield,Avondale,US
GYS,Guang Yuan Airport,Guangyuan,CN
GYU,Guyuan Liupanshan Airport,Shirak,CN
GYY,Gary/Chicago International,East Chicago,US
GYZ,Gruyere Mine Airport,,AU
GZA,Gaza - Yaser Arafat International Airport,Shukat as Sufi,PS
GZG,Garze Gesar Airport,Ganzi,CN
GZI,Ghazni,Khayr Kot,AF
GZM,Gozo Heliport,Saint Lucia,MT
GZO,Gizo Airport,,SB
GZP,Gazipasa Airport,Gazipasa,TR
GZT,Gaziantep Airport,Oguzeli,TR
GZW,Ghazvin,Qazvin,IR
HAA,Hasvik Airport,Breivikbotn,NO
HAB,Marion County,Hamilton,US
HAC,Hachijo Jima Airport,,JP
HAD,Halmstad Airport,Halmstad,SE
HAE,Havasupai,,US
HAF,Half Moon,Half Moon Bay,US
HAH,Prince Said Ibrahim Internatonal Airport,,KM
HAI,Dr Haines,Three Rivers,US
HAJ,Hannover Airport,Langenhagen,DE
HAK,Haikou Airport,,CN
HAL,Halali,,
HAM,Hamburg Airport,Fuhlsbuettel,DE
HAN,Noi Bai International Airport,Soc Son,VN
HAO,Hamilton,Hamilton,US
HAP,Long Island,,AU
HAQ,Hanimaadhoo Airport,Dhidhdhoo,MV
HAR,Capital City,Steelton,US
HAS,Hail Airport,Hayil,SA
HAT,Heathlands,,AU
HAU,Haugesund Airport,Vedavagen,NO
HAV,Jose Marti International Airport,Boyeros,CU
HAW,Haverfordwest,Haverfordwest,GB
HAX,Hatbox Field,,US
HAY,Haycock,,US
HAZ,Hatzfeldthaven,,PG
HBA,Hobart International Airport,Seven Mile Beach,AU
HBB,Industrial Airpark,,US
HBC,Hanus Bay,,US
HBD,Habi,,PG
HBE,Borg El Arab Airport,Alexandria,EG
HBG,The Hattiesburg-Bobby L. Chain Mun.,Hattiesburg,US
HBH,Hobart Bay,,US
HBI,Harbour Island,Dunmore Town,BS
HBK,Holbrook Municipal,Holbrook,US
HBN,Flamingo,Tan Bien,VN
HBO,Municipal,Pawnee City,US
HBQ,Qilian Airport,Hongtu,CN
HBR,Hobart,Hobart,US
HBT,Hafr Albatin,,LK
HBU,Bulgan Hovd,Burenhayrhan,MN
HBX,Hubli Airport,Hubli,IN
HCA,Howard County,Big Spring,US
HCB,Shoal Cove,,US
HCC,Columbia County,Stottville,US
HCJ,Hechi Jinchengjiang Airport,Nandan Chengguanzhen,CN
HCM,Eil,Eyl,SO
HCN,Hengchun,,TW
HCQ,Halls Creek,,AU
HCR,Holy Cross Airport,,US
HCW,Cheraw,Cheraw,US
HCZ,Chenzhou Beihu Airport,Chenzhou,CN
HDA,Hidden Falls,,US
HDB,Airfield Heidelberg,Heidelberg,DE
HDD,Hyderabad,Kotri,PK
HDE,Brewster Field,Holdrege,US
HDF,Heringsdorf Airport,Seebad Heringsdorf,DE
HDG,Handan Airport,Handan,CN
HDH,Dillingham Airfield,Mililani Town,US
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,MV
HDM,Hamadan Airport,Hamadan,IR
HDN,Yampa Valley Airport,Hayden,US
HDO,Hindon Airport,Ghaziabad,IN
HDR,Havadarya,Qeshm,IR
HDS,Hoedspruit Airport,Hoedspruit,ZA
HDY,Hat Yai International Airport,Khlong Hoi Khong,TH
HEA,Herat International Airport,Guzarah,AF
HEB,Henzada,Hinthada,MM
HED,Herendeen,,US
HEE,Thompson-Robbins,Helena,US
HEH,Heho Airport,,MM
HEI,Heide-Buesum,Oesterdeichstrich,DE
HEK,Heihe Airport,Xinfu,CN
HEL,Helsinki-Vantaa Airport,,FI
HEM,Helsinki-malmi,,FI
HEN,Hendon,Hendon,FI
HEO,Haelogo,,PG
HER,Heraklion Airport,Nea Alikarnassos,GR
HES,State,Hermiston,US
HET,Hohhot Baita International Airport,Haoxinying,CN
HEV,Huelva,Huelva,ES
HEW,Hengdian Airport,Nanshi,CN
HEX,Santo Domingo Herrera,,DO
HEY,Hanchey Army Heliport,Morgan,US
HEZ,Hardy-Anders,Morgantown,US
HFA,Haifa Airport,Qiryat Mozqin,IL
HFD,Brainard,Wethersfield,US
HFE,Hefei Xinqiao Airport,,CN
HFF,Mackall AAF,Pinebluff,US
HFN,Hornafjordur,Hoefn,IS
HFS,Hagfors Airport,Hagfors,SE
HFT,Hammerfest Airport,Hammerfest,NO
HGA,Hargeisa Airport,Hargeysa,SO
HGD,Hughenden,,AU
HGE,Higuerote Airport,Higuerote,VE
HGH,Hangzhou Xiaoshan International Airport,,CN
HGI,Higlieg,Abu Jibeha,SD
HGL,Helgoland,Helgoland,DE
HGN,Mae Hong Son Airport,Mae Hong Son,TH
HGO,Korhogo Airport,Korhogo,CI
HGR,Wash. County Regional Airport,State Line,US
HGS,Hastings,Hastings,SL
HGT,Hunter AAF,,US
HGU,Mount Hagen Airport,Mount Hagen,PG
HGZ,Hogatza,,US
HHE,Hachinohe,Uchimaru,JP
HHH,Hilton Head Airport,Hilton Head Island,US
HHI,Wheeler AFB,Wahiawa,US
HHN,Frankfurt - Hahn Airport,Lautzenhausen,DE
HHP,H K Heliport,,HK
HHQ,Hua Hin Airport,Hua Hin,TH
HHR,Hawthorne,Hawthorne,US
HHZ,Hikueru,,PF
HIA,Huai'an Lianshui Airport,Huai'an,CN
HIB,Chisholm Airport,Hibbing,US
HID,Horn Island Airport,,AU
HIE,Regional,Whitefield,US
HIF,Hill AFB,Ogden,US
HIG,Highbury,,AU
HIH,Hook Island,,AU
HII,Municipal,Desert Hills,US
HIJ,Hiroshima Airport,Takehara,JP
HIK,Hickam AFB,Honolulu,US
HIL,Shillavo,,ET
HIM,Hingurakgoda,Polonnaruwa,LK
HIN,Sacheon Airport,Chinju,KR
HIO,Portland,Hillsboro,US
HIP,Headingly,,AU
HIR,Honiara International Airport,,SB
HIS,Hayman Island,,AU
HIT,Haivaro,,PG
HIW,Hiroshima West,Hiroshima-shi,JP
HJJ,Zhijiang Airport,Zhijiang,CN
HJR,Khajuraho Airport,Khajuraho,IN
HJT,Khujirt,,MN
HKA,Blytheville Municipal Airport,Blytheville,US
HKB,Healy Lake,,US
HKD,Hakodate Airport,Hakodate,JP
HKG,Hong Kong International Airport,Tuen Mun,HK
HKK,Hokitika Airport,,NZ
HKN,Hoskins Airport,,PG
HKR,Mara North Airstrip,Keroka,KE
HKS,Hawkins Field,Jackson,US
HKT,Phuket International Airport,,TH
HKV,Haskovo,Haskovo,BG
HKY,Hickory,Longview,US
HLA,Lanseria International Airport,Diepsloot,ZA
HLB,Hillenbrand,Batesville,US
HLC,Hill City,Hill City,US
HLD,Hulunbuir Hailar Airport,Fendou,CN
HLE,Saint Helena Airport,Jamestown,SH
HLF,Hultsfred - Vimmerby,Hultsfred,SE
HLG,Ohio County,Tiltonsville,US
HLH,Ulanhot Airport,Heping,CN
HLI,Hollister,Hollister,US
HLJ,Beidahuang General Airport,Zhaodong,CN
HLL,Hillside,,AU
HLM,Park Township,Holland,US
HLN,Helena Regional Airport,Helena,US
HLP,Halim Perdanakusuma Airport,Jakarta,ID
HLR,Fort Hood AAF,Killeen,US
HLS,St Helens,St Helens,AU
HLT,Hamilton,Hamilton,AU
HLU,Houailou,Canala,NC
HLV,Helenvale,,AU
HLW,Hluhluwe,,ZA
HLY,Anglesey Airport,Holyhead,GB
HLZ,Hamilton International Airport,Hamilton,NZ
HMA,Khanty-Mansiysk Airport,Khanty-Mansiysk,RU
HMB,Mubarak International Airport,Al Manshah,EG
HME,Oued Irara Airport,Hassi Messaoud,DZ
HMG,Hermannsburg,,AU
HMI,Hami Airport,Hami,CN
HMJ,Khmelnitskiy,Khmel'nyts'kyy,UA
HMN,Holloman AFB,Alamogordo,US
HMO,Gen Pesqueira Garcia Airport,Hermosillo,MX
HMR,Hamar Airport,Hamar,NO
HMS,Homeshore,,US
HMT,Ryan Field,Green Acres,US
HMV,Hemavan Airport,,SE
HMY,Seosan Airport,Suisan,KR
HNA,Hanamaki Airport,Hanamaki,JP
HNB,Municipal,Huntingburg,US
HNC,Hatteras,Buxton,US
HND,Haneda Airport,Kawasaki,JP
HNE,Tahneta Pass,,US
HNG,Hienghene,Hienghene,NC
HNH,Hoonah Airport,,US
HNI,Heiweni,Enewetak,PG
HNL,Honolulu International Airport,Hickam Field,US
HNM,Hana Airport,Hana,US
HNN,Honinabi,,PG
HNS,Haines Municipal Airport,,US
HNX,Hanna,,US
HNY,Hengyang Nanyue Airport,Hengyang,CN
HOA,Hola,Hola,KE
HOB,Lea County Airport,Hobbs,US
